student_id,county,age,female,race
162,1,33,0,1
163,1,29,0,1
164,1,40,1,1
165,1,31,0,1
166,1,24,1,1
167,1,20,0,1
168,1,22,0,1
169,1,37,1,1
170,1,36,1,1
171,1,21,1,1
172,1,33,0,1
173,1,30,1,1
174,1,21,1,1
175,1,27,0,1
176,1,18,1,1
177,1,24,0,1
178,1,18,0,1
179,1,23,1,1
180,1,18,0,1
181,1,23,1,1
182,1,22,0,1
183,1,32,1,1
184,1,21,0,1
185,1,37,1,1
186,1,24,0,1
187,1,38,1,1
188,1,19,1,1
189,1,33,0,1
190,1,38,0,1
191,1,34,1,1
192,1,26,0,1
193,1,25,0,1
194,1,33,0,1
195,1,22,1,1
196,1,21,0,1
197,1,22,0,1
198,1,21,1,1
199,1,39,0,1
200,1,29,0,1
201,1,38,0,1
202,1,22,1,1
203,1,27,0,1
204,1,28,0,1
205,1,25,0,1
206,1,23,0,1
207,1,27,0,1
208,1,32,1,1
209,1,22,0,1
210,1,22,1,1
211,1,21,0,1
212,1,38,1,1
213,1,28,0,1
214,1,40,0,1
215,1,36,0,1
216,1,25,1,1
217,1,28,1,1
218,1,39,1,1
219,1,39,0,1
220,1,35,1,1
221,1,31,0,1
222,1,23,1,1
223,1,37,0,1
224,1,36,0,1
225,1,21,0,1
226,1,32,0,1
227,1,25,0,1
228,1,33,0,1
229,1,25,1,1
230,1,30,0,1
231,1,19,1,1
232,1,39,1,1
233,1,19,0,1
234,1,38,1,1
235,1,37,0,1
236,1,38,0,1
237,1,36,1,1
238,1,24,1,1
239,1,36,1,1
240,1,31,0,1
241,1,35,1,1
242,1,29,1,1
243,1,76,1,1
244,1,23,0,1
245,1,26,0,1
246,1,21,1,1
247,1,29,1,1
248,1,25,0,1
249,1,31,0,1
250,1,21,1,1
251,1,24,0,1
252,1,22,0,1
253,1,28,0,1
254,1,31,1,1
255,1,34,0,1
256,1,18,1,1
257,1,31,1,1
258,1,23,1,1
259,1,31,0,1
260,1,38,1,1
261,1,23,0,1
262,1,35,0,1
263,1,36,1,1
264,1,32,1,1
265,1,18,0,1
266,1,29,1,1
267,1,40,1,1
268,1,33,1,1
269,1,30,0,1
270,1,33,1,1
271,1,30,1,1
272,1,37,1,1
273,1,26,0,1
274,1,24,0,1
275,1,31,0,1
276,1,26,0,1
277,1,36,1,1
278,1,23,0,1
279,1,31,1,1
280,1,29,1,1
281,1,28,1,1
282,1,24,0,1
283,1,32,0,1
284,1,34,1,1
285,1,18,1,1
286,1,28,1,1
287,1,21,1,1
288,1,23,0,1
289,1,26,1,1
290,1,27,1,1
291,1,28,1,1
292,1,27,1,1
293,1,23,1,1
294,1,21,1,1
295,1,24,1,1
296,1,29,1,1
297,1,37,0,1
298,1,18,1,1
299,1,24,1,1
300,1,22,1,1
301,1,25,0,1
302,1,31,1,1
303,1,39,1,1
304,1,30,0,1
305,1,30,0,1
306,1,32,0,1
307,1,30,1,1
308,1,29,0,1
309,1,31,1,1
310,1,27,0,1
311,1,31,0,1
312,1,29,1,1
313,1,21,0,1
314,1,18,0,1
315,1,27,1,1
316,1,36,1,1
317,1,33,1,1
318,1,18,1,1
319,1,29,0,1
320,1,18,0,1
321,1,39,1,1
322,1,28,0,1
323,1,26,0,1
324,1,39,1,1
325,1,20,0,1
326,1,36,1,1
327,1,23,1,1
328,1,39,0,1
329,1,35,1,1
330,1,35,0,1
331,1,35,0,1
332,1,26,1,1
333,1,22,0,1
334,1,32,0,1
335,1,26,1,1
336,1,25,1,1
337,1,38,1,1
338,1,20,0,1
339,1,38,0,1
340,1,30,1,1
341,1,30,0,1
342,1,36,0,1
343,1,23,0,1
344,1,36,1,1
345,1,30,0,1
346,1,34,0,1
347,1,23,0,1
348,1,38,1,1
349,1,26,1,1
350,1,28,1,1
351,1,24,0,1
352,1,22,1,1
353,1,27,0,1
354,1,33,1,1
355,1,30,0,1
356,1,22,1,1
357,1,34,0,1
358,1,27,0,1
359,1,26,0,1
360,1,21,1,1
361,1,18,1,1
362,1,23,1,1
363,1,23,0,1
364,1,40,0,1
365,1,31,1,1
366,1,18,1,1
367,1,38,1,1
368,1,39,0,1
369,1,28,1,1
370,1,27,1,1
371,1,21,0,1
372,1,39,0,1
373,1,19,0,1
374,1,36,1,1
375,1,31,0,1
376,1,39,0,1
377,1,22,1,1
378,1,18,1,1
379,1,39,1,1
380,1,22,0,1
381,1,30,0,1
382,1,26,0,1
383,1,33,1,1
384,1,24,1,1
385,1,35,0,1
386,1,34,0,1
387,1,29,1,1
388,1,37,1,1
389,1,37,0,1
390,1,29,1,1
391,1,36,1,1
392,1,30,1,1
393,1,24,0,1
394,1,31,1,1
395,1,39,1,1
396,1,32,0,1
397,1,21,1,1
398,1,24,0,1
399,1,26,1,1
400,1,21,1,1
401,1,36,1,1
402,1,25,0,1
403,1,36,0,1
404,1,39,1,1
405,1,33,1,1
406,1,26,1,1
407,1,28,1,1
408,1,19,0,1
409,1,23,1,1
410,1,23,0,1
411,1,27,1,1
412,1,27,1,1
413,1,25,1,1
414,1,22,0,1
415,1,39,1,1
416,1,36,0,1
417,1,20,1,1
418,1,24,0,1
419,1,39,0,1
420,1,28,1,1
421,1,24,1,1
422,1,24,1,1
423,1,25,0,1
424,1,27,1,1
425,1,32,0,1
426,1,39,0,1
427,1,27,1,1
428,1,21,0,1
429,1,22,1,1
430,1,22,0,1
431,1,23,0,1
432,1,33,0,1
433,1,34,0,1
434,1,22,1,1
435,1,24,0,1
436,1,23,0,1
437,1,37,0,1
438,1,19,0,1
439,1,36,0,1
440,1,39,0,1
441,1,35,0,1
442,1,25,0,1
443,1,24,0,1
444,1,34,1,1
445,1,36,0,1
446,1,39,0,1
447,1,20,1,1
448,1,32,0,1
449,1,30,1,1
450,1,23,1,1
451,1,31,0,1
452,1,24,1,1
453,1,29,1,1
454,1,35,0,1
455,1,35,0,1
456,1,25,1,1
457,1,26,1,1
458,1,32,0,1
459,1,29,1,1
460,1,25,0,1
461,1,25,1,1
462,1,39,1,1
463,1,26,1,1
464,1,21,1,1
465,1,38,1,1
466,1,20,0,1
467,1,18,0,1
468,1,31,0,1
469,1,21,0,1
470,1,31,0,1
471,1,23,1,1
472,1,29,0,1
473,1,33,1,1
474,1,36,0,1
475,1,31,0,1
476,1,32,0,1
477,1,23,0,1
478,1,39,0,1
479,1,26,1,1
480,1,26,0,1
481,1,25,1,1
482,1,20,0,1
483,1,26,0,1
484,1,35,1,1
485,1,21,0,1
486,1,25,0,1
487,1,19,0,1
488,1,30,0,1
489,1,34,0,1
490,1,30,0,1
491,1,40,0,1
492,1,23,1,1
493,1,35,1,1
494,1,38,0,1
495,1,38,0,1
496,1,38,0,1
497,1,26,0,1
498,1,27,0,1
499,1,33,1,1
500,1,34,1,1
501,1,18,0,1
502,1,30,0,1
503,1,25,0,1
504,1,25,1,1
505,1,32,0,1
506,1,28,1,1
507,1,21,0,1
508,1,25,0,1
509,1,30,1,1
510,1,26,0,1
511,1,27,1,1
512,1,35,0,1
513,1,25,0,1
514,1,28,0,1
515,1,35,1,1
516,1,22,1,1
517,1,35,1,1
518,1,31,0,1
519,1,28,1,1
520,1,36,1,1
521,1,33,1,1
522,1,25,1,1
523,1,38,0,1
524,1,37,1,1
525,1,25,1,1
526,1,40,1,1
527,1,39,0,1
528,1,33,0,1
529,1,25,1,1
530,1,33,0,1
531,1,34,0,1
532,1,34,1,1
533,1,21,1,1
534,1,34,0,1
535,1,32,1,1
536,1,39,0,1
537,1,40,0,1
538,1,32,1,1
539,1,20,1,1
540,1,31,1,1
541,1,21,0,1
542,1,39,0,1
543,1,25,0,1
544,1,36,0,1
545,1,22,0,1
546,1,35,1,1
547,1,19,1,1
548,1,21,0,1
549,1,25,0,1
550,1,26,0,1
551,1,34,1,1
552,1,18,0,1
553,1,34,0,1
554,1,37,1,1
555,1,31,1,1
556,1,22,1,1
557,1,30,1,1
558,1,23,1,1
559,1,40,1,1
560,1,24,1,1
561,1,38,1,1
562,1,33,0,1
563,1,21,1,1
564,1,26,0,1
565,1,38,0,1
566,1,37,0,1
567,1,33,0,1
568,1,28,1,1
569,1,31,1,1
570,1,21,0,1
571,1,31,1,1
572,1,38,0,1
573,1,26,1,1
574,1,38,1,1
575,1,21,1,1
576,1,22,0,1
577,1,34,0,1
578,1,31,1,1
579,1,36,0,1
580,1,33,1,1
581,1,29,1,1
582,1,34,0,1
583,1,23,0,1
584,1,27,1,1
585,1,25,1,1
586,1,31,1,1
587,1,29,0,1
588,1,27,1,1
589,1,32,0,1
590,1,21,0,1
591,1,25,0,1
592,1,24,1,1
593,1,27,0,1
594,1,38,0,1
595,1,35,1,1
596,1,24,0,1
597,1,31,1,1
598,1,23,1,1
599,1,28,1,1
600,1,31,0,1
601,1,23,0,1
602,1,33,0,1
603,1,34,0,1
604,1,19,0,1
605,1,29,0,1
606,1,24,1,1
607,1,18,1,1
608,1,35,1,1
609,1,34,1,1
610,1,20,1,1
611,1,21,1,1
612,1,33,0,1
613,1,35,1,1
614,1,23,0,1
615,1,26,1,1
616,1,34,0,1
617,1,21,1,1
618,1,22,0,1
619,1,34,0,1
620,1,30,1,1
621,1,25,0,1
622,1,24,0,1
623,1,37,0,1
624,1,32,0,1
625,1,37,0,1
626,1,35,0,1
627,1,27,0,1
628,1,27,1,1
629,1,18,0,1
630,1,23,1,1
631,1,31,0,1
632,1,29,0,1
633,1,28,0,1
634,1,33,0,1
635,1,26,0,1
636,1,25,1,1
637,1,28,1,1
638,1,36,1,1
639,1,36,1,1
640,1,21,1,1
641,1,26,1,1
642,1,24,1,1
643,1,21,1,1
644,1,31,1,1
645,1,22,0,1
646,1,31,1,1
647,1,37,1,1
648,1,32,0,1
649,1,27,1,1
650,1,28,0,1
651,1,26,0,1
652,1,36,1,1
653,1,30,1,1
654,1,33,1,1
655,1,25,1,1
656,1,26,0,1
657,1,34,1,1
658,1,23,0,1
659,1,38,0,1
660,1,37,1,1
661,1,35,0,1
662,1,36,0,1
663,1,21,0,1
664,1,24,0,1
665,1,19,0,1
666,1,29,0,1
667,1,22,0,1
668,1,33,1,1
669,1,38,1,1
670,1,38,1,1
671,1,29,1,1
672,1,39,0,1
673,1,36,1,1
674,1,23,1,1
675,1,34,0,1
676,1,34,0,1
677,1,38,0,1
678,1,40,0,1
679,1,21,0,1
680,1,28,0,1
681,1,36,1,1
682,1,32,0,1
683,1,18,1,1
684,1,39,0,1
685,1,23,0,1
686,1,21,1,1
687,1,38,1,1
688,1,28,0,1
689,1,26,1,1
690,1,25,0,1
691,1,31,0,1
692,1,21,0,1
693,1,35,0,1
694,1,38,1,1
695,1,31,1,1
696,1,24,1,1
697,1,31,1,1
698,1,27,1,1
699,1,30,1,1
700,1,25,0,1
701,1,25,1,1
702,1,25,1,1
703,1,31,1,1
704,1,34,1,1
705,1,22,0,1
706,1,39,0,1
707,1,27,0,1
708,1,34,0,1
709,1,25,1,1
710,1,24,1,1
711,1,18,1,1
712,1,25,0,1
713,1,20,0,1
714,1,27,1,1
715,1,27,1,1
716,1,32,1,1
717,1,29,0,1
718,1,34,0,1
719,1,25,1,1
720,1,32,1,1
721,1,30,1,1
722,1,25,0,1
723,1,29,1,1
724,1,38,0,1
725,1,22,0,1
726,1,30,0,1
727,1,28,1,1
728,1,21,0,1
729,1,23,1,1
730,1,40,0,1
731,1,33,0,1
732,1,34,1,1
733,1,40,0,1
734,1,22,0,1
735,1,40,1,1
736,1,25,1,1
737,1,22,1,1
738,1,40,0,1
739,1,27,0,1
740,1,38,1,1
741,1,22,0,1
742,1,40,0,1
743,1,22,0,1
744,1,32,1,1
745,1,29,1,1
746,1,23,1,1
747,1,36,1,1
748,1,25,0,1
749,1,38,0,1
750,1,24,0,1
751,1,19,1,1
752,1,21,1,1
753,1,24,0,1
754,1,33,1,1
755,1,25,1,1
756,1,32,1,1
757,1,34,0,1
758,1,33,0,1
759,1,21,0,1
760,1,30,0,1
761,1,33,0,1
762,1,29,0,1
763,1,21,1,1
764,1,22,0,1
765,1,23,1,1
766,1,24,0,1
767,1,31,0,1
768,1,25,0,1
769,1,27,0,1
770,1,29,1,1
771,1,23,0,1
772,1,32,1,1
773,1,26,0,1
774,1,25,0,1
775,1,30,1,1
776,1,21,1,1
777,1,22,0,1
778,1,21,1,1
779,1,24,1,1
780,1,36,1,1
781,1,29,1,1
782,1,34,1,1
783,1,26,0,1
784,1,30,1,1
785,1,21,0,1
786,1,19,1,1
787,1,27,1,1
788,1,31,1,1
789,1,18,0,1
790,1,36,1,1
791,1,23,1,1
792,1,31,0,1
793,1,22,0,1
794,1,29,1,1
795,1,35,1,1
796,1,22,1,1
797,1,23,1,1
798,1,24,1,1
799,1,24,1,1
800,1,34,0,1
801,1,22,1,1
802,1,38,0,1
803,1,35,0,1
804,1,30,1,1
805,1,25,1,1
806,1,18,1,1
807,1,22,0,1
808,1,25,0,1
809,1,32,0,1
810,1,18,1,1
811,1,31,1,1
812,1,28,1,1
813,1,24,0,1
814,1,24,1,1
815,1,33,1,1
816,1,30,1,1
817,1,39,1,1
818,1,22,1,1
819,1,31,1,1
820,1,26,1,1
821,1,32,1,1
822,1,37,0,1
823,1,38,0,1
824,1,36,0,1
825,1,30,1,1
826,1,26,1,1
827,1,38,0,1
828,1,19,1,1
829,1,27,0,1
830,1,26,1,1
831,1,22,0,1
832,1,21,0,1
833,1,24,1,1
834,1,21,1,1
835,1,31,1,1
836,1,28,0,1
837,1,22,0,1
838,1,25,0,1
839,1,21,0,1
840,1,32,1,1
841,1,30,1,1
842,1,21,1,1
843,1,33,1,1
844,1,25,0,1
845,1,34,1,1
846,1,24,1,1
847,1,38,0,1
848,1,24,0,1
849,1,26,1,1
850,1,21,1,1
851,1,40,1,1
852,1,30,1,1
853,1,29,1,1
854,1,28,1,1
855,1,32,1,1
856,1,27,1,1
857,1,30,1,1
858,1,26,1,1
859,1,34,1,1
860,1,32,0,1
861,1,32,0,1
862,1,23,0,1
863,1,28,0,1
864,1,32,0,1
865,1,18,0,1
866,1,23,1,1
867,1,23,1,1
868,1,31,0,1
869,1,32,1,1
870,1,21,0,1
871,1,25,1,1
872,1,34,1,1
873,1,32,1,1
874,1,34,1,1
875,1,18,0,1
876,1,25,0,1
877,1,24,0,1
878,1,37,1,1
879,1,37,1,1
880,1,30,0,1
881,1,31,0,1
882,1,21,1,1
883,1,37,0,1
884,1,24,1,1
885,1,36,1,1
886,1,23,0,1
887,1,37,0,1
888,1,30,1,1
889,1,24,1,1
890,1,36,1,1
891,1,26,0,1
892,1,26,1,1
893,1,33,1,1
894,1,30,1,1
895,1,27,0,1
896,1,32,1,1
897,1,27,0,1
898,1,30,1,1
899,1,29,0,1
900,1,27,0,1
901,1,30,0,1
902,1,38,0,1
903,1,22,1,1
904,1,25,1,1
905,1,26,0,1
906,1,27,0,1
907,1,27,0,1
908,1,39,1,1
909,1,35,1,1
910,1,20,1,1
911,1,34,1,1
912,1,25,0,1
913,1,23,1,1
914,1,28,1,1
915,1,32,1,1
916,1,25,0,1
917,1,37,0,1
918,1,32,1,1
919,1,23,1,1
920,1,18,1,1
921,1,22,0,1
922,1,24,0,1
923,1,31,1,1
924,1,32,0,1
925,1,26,1,1
926,1,18,0,1
927,1,33,1,1
928,1,28,0,1
929,1,21,1,1
930,1,37,1,1
931,1,21,0,1
932,1,26,0,1
933,1,35,1,1
934,1,19,0,1
935,1,18,0,1
936,1,38,1,1
937,1,18,1,1
938,1,39,1,1
939,1,24,1,1
940,1,21,0,1
941,1,32,1,1
942,1,26,1,1
943,1,30,1,1
944,1,22,1,1
945,1,36,0,1
946,1,24,1,1
947,1,20,0,1
948,1,24,0,1
949,1,30,1,1
950,1,40,1,1
951,1,22,0,1
952,1,22,0,1
953,1,19,0,1
954,1,20,0,1
955,1,35,0,1
956,1,27,1,1
957,1,31,1,1
958,1,37,0,1
959,1,27,0,1
960,1,23,0,1
961,1,24,0,1
962,1,25,0,1
963,1,29,0,1
964,1,24,0,1
965,1,30,0,1
966,1,31,1,1
967,1,38,0,1
968,1,23,1,1
969,1,22,1,1
970,1,21,1,1
971,1,34,1,1
972,1,19,1,1
973,1,27,1,1
974,1,22,1,1
975,1,24,0,1
976,1,26,0,1
977,1,18,1,1
978,1,18,1,1
979,1,39,0,1
980,1,24,1,1
981,1,36,1,1
982,1,37,1,1
983,1,32,0,1
984,1,32,0,1
985,1,28,1,1
986,1,39,0,1
987,1,19,0,1
988,1,38,0,1
989,1,27,0,1
990,1,40,1,1
991,1,22,1,1
992,1,25,1,1
993,1,36,0,1
994,1,25,0,1
995,1,39,0,1
996,1,21,0,1
997,1,40,0,1
998,1,37,0,1
999,1,20,1,1
1000,1,27,1,1
1001,1,20,0,1
1002,1,33,1,1
1003,1,22,0,1
1004,1,37,1,1
1005,1,39,0,1
1006,1,38,0,1
1007,1,39,1,1
1008,1,22,0,1
1009,1,21,0,1
1010,1,24,1,1
1011,1,28,1,1
1012,1,38,1,1
1013,1,26,0,1
1014,1,19,0,1
1015,1,39,0,1
1016,1,19,0,1
1017,1,32,1,1
1018,1,40,0,1
1019,1,29,1,1
1020,1,34,0,1
1021,1,19,1,1
1022,1,36,0,1
1023,1,30,0,1
1024,1,31,0,1
1025,1,25,1,1
1026,1,38,0,1
1027,1,23,0,1
1028,1,22,0,1
1029,1,37,0,1
1030,1,33,1,1
1031,1,25,1,1
1032,1,30,0,1
1033,1,39,0,1
1034,1,38,1,1
1035,1,22,0,1
1036,1,32,1,1
1037,1,23,1,1
1038,1,39,0,1
1039,1,27,1,1
1040,1,28,1,1
1041,1,26,0,1
1042,1,39,0,1
1043,1,39,0,1
1044,1,38,0,1
1045,1,28,0,1
1046,1,35,0,1
1047,1,27,1,1
1048,1,31,0,1
1049,1,23,0,1
1050,1,28,0,1
1051,1,25,1,1
1052,1,22,1,1
1053,1,38,0,1
1054,1,27,0,1
1055,1,27,1,1
1056,1,22,0,1
1057,1,30,0,1
1058,1,29,0,1
1059,1,21,1,1
1060,1,32,0,1
1061,1,23,1,1
1062,1,40,1,1
1063,1,19,1,1
1064,1,25,1,1
1065,1,22,0,1
1066,1,40,1,1
1067,1,28,0,1
1068,1,34,1,1
1069,1,23,1,1
1070,1,29,1,1
1071,1,24,0,1
1072,1,29,1,1
1073,1,29,1,1
1074,1,25,1,1
1075,1,30,0,1
1076,1,24,0,1
1077,1,29,0,1
1078,1,37,1,1
1079,1,26,1,1
1080,1,21,0,1
1081,1,26,0,1
1082,1,25,1,1
1083,1,25,0,1
1084,1,32,1,1
1085,1,24,0,1
1086,1,25,1,1
1087,1,32,1,1
1088,1,32,1,1
1089,1,38,0,1
1090,1,27,0,1
1091,1,29,1,1
1092,1,23,1,1
1093,1,31,0,1
1094,1,24,1,1
1095,1,35,0,1
1096,1,36,0,1
1097,1,33,1,1
1098,1,34,1,1
1099,1,31,0,1
1100,1,32,1,1
1101,1,23,0,1
1102,1,38,0,1
1103,1,21,1,1
1104,1,28,1,1
1105,1,25,1,1
1106,1,21,1,1
1107,1,30,1,1
1108,1,35,0,1
1109,1,34,0,1
1110,1,37,1,1
1111,1,22,0,1
1112,1,21,1,1
1113,1,35,1,1
1114,1,35,0,1
1115,1,28,0,1
1116,1,19,1,1
1117,1,21,1,1
1118,1,25,1,1
1119,1,26,0,1
1120,1,20,0,1
1121,1,26,1,1
1122,1,38,0,1
1123,1,31,0,1
1124,1,31,0,1
1125,1,40,1,1
1126,1,19,0,1
1127,1,35,0,1
1128,1,26,0,1
1129,1,29,1,1
1130,1,22,1,1
1131,1,29,1,1
1132,1,25,0,1
1133,1,38,0,1
1134,1,37,1,1
1135,1,23,1,1
1136,1,29,0,1
1137,1,29,0,1
1138,1,34,1,1
1139,1,18,1,1
1140,1,33,0,1
1141,1,28,0,1
1142,1,40,0,1
1143,1,34,1,1
1144,1,20,1,1
1145,1,24,0,1
1146,1,23,1,1
1147,1,30,0,1
1148,1,35,1,1
1149,1,30,0,1
1150,1,33,1,1
1151,1,39,0,1
1152,1,22,0,1
1153,1,33,0,1
1154,1,35,1,1
1155,1,35,0,1
1156,1,23,0,1
1157,1,29,0,1
1158,1,29,1,1
1159,1,25,1,1
1160,1,35,1,1
1161,1,21,0,1
1162,1,29,0,1
1163,1,34,0,1
1164,1,31,1,1
1165,1,25,1,1
1166,1,22,1,1
1167,1,35,0,1
1168,1,28,0,1
1169,1,24,0,1
1170,1,32,0,1
1171,1,24,1,1
1172,1,35,0,1
1173,1,36,1,1
1174,1,26,1,1
1175,1,24,0,1
1176,1,24,1,1
1177,1,27,1,1
1178,1,27,0,1
1179,1,24,0,1
1180,1,24,1,1
1181,1,23,1,1
1182,1,33,0,1
1183,1,30,1,1
1184,1,28,1,1
1185,1,22,0,1
1186,1,28,0,1
1187,1,35,1,1
1188,1,21,1,1
1189,1,37,0,1
1190,1,28,0,1
1191,1,24,0,1
1192,1,35,0,1
1193,1,35,1,1
1194,1,35,0,1
1195,1,27,0,1
1196,1,36,1,1
1197,1,19,1,1
1198,1,25,0,1
1199,1,36,1,1
1200,1,27,1,1
1201,1,29,0,1
1202,1,38,0,1
1203,1,35,0,1
1204,1,31,0,1
1205,1,36,0,1
1206,1,21,1,1
1207,1,29,1,1
1208,1,31,0,1
1209,1,40,1,1
1210,1,37,1,1
1211,1,29,1,1
1212,1,31,0,1
1213,1,36,0,1
1214,1,25,1,1
1215,1,29,1,1
1216,1,26,0,1
1217,1,32,1,1
1218,1,33,0,1
1219,1,29,0,1
1220,1,39,1,1
1221,1,27,0,1
1222,1,24,0,1
1223,1,20,1,1
1224,1,29,0,1
1225,1,33,0,1
1226,1,30,0,1
1227,1,30,0,1
1228,1,38,1,1
1229,1,38,0,1
1230,1,26,1,1
1231,1,27,0,1
1232,1,25,0,1
1233,1,19,0,1
1234,1,31,0,1
1235,1,35,1,1
1236,1,19,1,1
1237,1,36,1,1
1238,1,31,0,1
1239,1,21,0,1
1240,1,33,1,1
1241,1,21,0,1
1242,1,24,1,1
1243,1,21,1,1
1244,1,38,1,1
1245,1,36,0,1
1246,1,25,0,1
1247,1,23,1,1
1248,1,35,1,1
1249,1,26,1,1
1250,1,22,0,1
1251,1,24,1,1
1252,1,38,1,1
1253,1,39,0,1
1254,1,19,1,1
1255,1,28,0,1
1256,1,39,1,1
1257,1,23,1,1
1258,1,21,0,1
1259,1,21,1,1
1260,1,35,1,1
1261,1,36,1,1
1262,1,36,0,1
1263,1,24,1,1
1264,1,36,0,1
1265,1,34,1,1
1266,1,24,0,1
1267,1,24,1,1
1268,1,26,1,1
1269,1,24,1,1
1270,1,39,0,1
1271,1,32,1,1
1272,1,39,0,1
1273,1,18,0,1
1274,1,21,1,1
1275,1,23,1,1
1276,1,36,0,1
1277,1,26,1,1
1278,1,24,0,1
1279,1,36,0,1
1280,1,20,1,1
1281,1,36,0,1
1282,1,28,1,1
1283,1,31,0,1
1284,1,29,1,1
1285,1,33,1,1
1286,1,28,1,1
1287,1,23,1,1
1288,1,38,1,1
1289,1,25,1,1
1290,1,29,0,1
1291,1,20,1,1
1292,1,38,0,1
1293,1,25,1,1
1294,1,29,1,1
1295,1,23,0,1
1296,1,27,1,1
1297,1,24,1,1
1298,1,22,0,1
1299,1,33,1,1
1300,1,32,1,1
1301,1,39,1,1
1302,1,36,1,1
1303,1,22,1,1
1304,1,26,0,1
1305,1,22,1,1
1306,1,28,0,1
1307,1,38,0,1
1308,1,20,1,1
1309,1,33,0,1
1310,1,25,0,1
1311,1,33,1,1
1312,1,28,0,1
1313,1,36,1,1
1314,1,25,0,1
1315,1,31,0,1
1316,1,33,1,1
1317,1,22,0,1
1318,1,34,1,1
1319,1,32,0,1
1320,1,21,0,1
1321,1,25,1,1
1322,1,26,0,1
1323,1,23,1,1
1324,1,33,0,1
1325,1,30,0,1
1326,1,31,1,1
1327,1,21,1,1
1328,1,39,1,1
1329,1,22,0,1
1330,1,34,0,1
1331,1,24,1,1
1332,1,24,0,1
1333,1,35,1,1
1334,1,25,1,1
1335,1,37,0,1
1336,1,35,0,1
1337,1,25,1,1
1338,1,25,1,1
1339,1,23,1,1
1340,1,23,1,1
1341,1,37,1,1
1342,1,24,0,1
1343,1,39,1,1
1344,1,39,0,1
1345,1,27,1,1
1346,1,32,1,1
1347,1,29,1,1
1348,1,31,0,1
1349,1,39,0,1
1350,1,20,1,1
1351,1,35,0,1
1352,1,28,0,1
1353,1,29,0,1
1354,1,28,1,1
1355,1,21,0,1
1356,1,32,0,1
1357,1,26,0,1
1358,1,30,1,1
1359,1,24,1,1
1360,1,26,1,1
1361,1,40,1,1
